device_id,device_name,ip_address,os,device_type,scan_date,vulnerability_id,cve_publish_date,plugin_id,cvss_score,risk_score,exploit_available,patch_available,compliance_issue,vulnerability_age
DVC-10038,host-978,192.168.42.235,Windows 10,Workstation,2024-01-24,CVE-2022-46351,2023-09-01,59309,3.2,160.0,No,Yes,No,375
DVC-10090,host-594,192.168.60.35,Linux Ubuntu,Workstation,2024-06-30,CVE-2015-89803,2023-06-27,74761,10.0,1250.0,Yes,Yes,No,217
DVC-10001,host-304,192.168.39.3,macOS Ventura,Workstation,2024-12-03,CVE-2024-1786,2023-06-03,41737,9.3,1162.5,Yes,No,Yes,61
DVC-10362,host-238,192.168.130.31,Windows Server 2019,Server,2024-05-11,CVE-2018-74745,2023-09-22,60875,6.1,457.5,No,Yes,Yes,267
DVC-10165,host-437,192.168.72.32,macOS Ventura,Workstation,2024-02-23,CVE-2024-86767,2023-07-01,58891,8.0,800.0,Yes,Yes,Yes,345
DVC-10182,host-677,192.168.36.125,Linux Ubuntu,Workstation,2024-01-02,CVE-2020-58621,2023-08-22,52187,3.7,185.0,Yes,Yes,No,397
DVC-10436,host-780,192.168.211.12,macOS Ventura,Workstation,2024-08-02,CVE-2020-5998,2023-10-21,45859,8.9,890.0,Yes,Yes,Yes,184
DVC-10094,host-931,192.168.242.162,Linux Ubuntu,Workstation,2024-03-06,CVE-2019-50776,2023-03-02,14734,3.9,195.0,Yes,Yes,No,333
DVC-10263,host-591,192.168.222.23,Linux RHEL,Server,2024-12-03,CVE-2019-43640,2023-04-09,37464,6.8,510.0,No,No,Yes,61
DVC-10148,host-646,192.168.69.121,macOS Ventura,Workstation,2024-05-04,CVE-2021-22108,2023-04-21,60505,1.1,55.0,No,Yes,No,274
DVC-10392,host-808,192.168.166.94,Linux RHEL,Server,2024-08-07,CVE-2022-22005,2023-07-21,78493,7.5,750.0,Yes,Yes,Yes,179
DVC-10450,host-852,192.168.99.130,macOS Ventura,Workstation,2024-11-06,CVE-2016-36702,2023-05-06,75063,7.4,740.0,No,No,No,88
DVC-10269,host-603,192.168.191.172,macOS Ventura,Workstation,2024-09-23,CVE-2022-94719,2023-11-11,52321,0.3,15.0,No,No,Yes,132
DVC-10444,host-755,192.168.117.183,Windows 10,Workstation,2024-09-09,CVE-2017-43184,2023-04-01,91319,3.7,185.0,No,No,No,146
DVC-10422,host-754,192.168.173.125,Windows Server 2019,Server,2024-05-15,CVE-2020-28105,2023-05-18,97348,8.3,830.0,Yes,No,Yes,263
DVC-10264,host-119,192.168.187.147,macOS Ventura,Workstation,2024-02-25,CVE-2017-87434,2023-10-02,10879,4.5,337.5,No,Yes,Yes,343
DVC-10090,host-594,192.168.60.35,Linux Ubuntu,Workstation,2024-12-20,CVE-2015-73445,2023-04-16,69893,0.3,15.0,Yes,Yes,No,44
DVC-10460,host-876,192.168.12.94,Linux RHEL,Server,2024-08-29,CVE-2018-74745,2023-09-22,60875,6.1,457.5,No,No,Yes,157
DVC-10195,host-736,192.168.115.63,macOS Ventura,Workstation,2024-04-17,CVE-2023-73150,2023-01-01,35920,9.1,1137.5,Yes,No,Yes,291
DVC-10301,host-416,192.168.193.191,Windows Server 2019,Server,2024-06-22,CVE-2016-25931,2023-08-19,14291,6.9,517.5,Yes,No,No,225
DVC-10258,host-168,192.168.64.11,Windows Server 2019,Server,2024-04-27,CVE-2023-94147,2023-12-23,15574,5.4,405.0,No,Yes,No,281
DVC-10401,host-519,192.168.220.160,Windows 10,Workstation,2024-01-27,CVE-2015-89897,2023-12-05,62568,0.3,15.0,Yes,No,No,372
DVC-10259,host-687,192.168.206.150,Windows Server 2019,Server,2024-07-20,CVE-2022-46351,2023-09-01,59309,3.2,160.0,No,Yes,No,197
DVC-10138,host-811,192.168.27.230,Linux RHEL,Server,2024-08-30,CVE-2023-58320,2023-09-07,91512,2.6,130.0,No,Yes,Yes,156
DVC-10237,host-529,192.168.240.93,macOS Ventura,Workstation,2024-09-08,CVE-2016-90365,2023-11-25,38153,5.5,412.5,Yes,Yes,No,147
DVC-10103,host-815,192.168.236.150,Linux Ubuntu,Workstation,2024-12-28,CVE-2015-70372,2023-05-14,86822,9.9,1237.5,No,No,No,36
DVC-10016,host-652,192.168.97.57,macOS Ventura,Workstation,2024-06-20,CVE-2023-24868,2023-07-23,69546,3.2,160.0,Yes,Yes,Yes,227
DVC-10148,host-646,192.168.69.121,macOS Ventura,Workstation,2024-02-03,CVE-2016-77008,2023-07-24,72466,5.3,397.5,Yes,Yes,Yes,365
DVC-10200,host-160,192.168.10.153,Linux Ubuntu,Workstation,2024-03-09,CVE-2022-37181,2023-03-23,47476,6.3,472.5,No,No,No,330
DVC-10474,host-433,192.168.22.14,Linux RHEL,Server,2024-04-06,CVE-2019-25998,2023-12-20,87779,9.1,1137.5,Yes,No,No,302
DVC-10081,host-612,192.168.238.18,Linux RHEL,Server,2024-04-07,CVE-2016-2376,2023-03-07,12855,5.0,375.0,Yes,Yes,Yes,301
DVC-10034,host-185,192.168.126.204,Linux RHEL,Server,2024-07-19,CVE-2015-89507,2023-01-29,92639,7.0,700.0,Yes,No,Yes,198
DVC-10224,host-173,192.168.70.165,Windows 10,Workstation,2024-02-16,CVE-2020-49170,2023-08-08,96660,5.9,442.5,Yes,Yes,No,352
DVC-10331,host-132,192.168.95.89,Linux RHEL,Server,2024-05-26,CVE-2018-5251,2023-07-09,24418,6.9,517.5,No,Yes,No,252
DVC-10072,host-693,192.168.187.80,Windows 10,Workstation,2024-09-04,CVE-2018-39433,2023-12-20,99674,5.7,427.5,No,No,Yes,151
DVC-10090,host-594,192.168.60.35,Linux Ubuntu,Workstation,2024-07-31,CVE-2024-14543,2023-04-07,80900,8.9,890.0,Yes,No,No,186
DVC-10228,host-434,192.168.31.197,Linux Ubuntu,Workstation,2024-04-23,CVE-2018-28086,2023-04-27,70964,5.7,427.5,No,Yes,No,285
DVC-10296,host-120,192.168.228.196,Windows 10,Workstation,2024-02-07,CVE-2016-88106,2023-04-19,88974,6.8,510.0,Yes,Yes,No,361
DVC-10301,host-416,192.168.193.191,Windows Server 2019,Server,2024-11-28,CVE-2018-97154,2023-08-29,38384,5.8,435.0,Yes,Yes,Yes,66
DVC-10431,host-371,192.168.247.188,Windows 10,Workstation,2024-06-22,CVE-2016-40744,2023-04-18,21201,8.9,890.0,No,Yes,No,225
DVC-10154,host-303,192.168.10.48,Windows 10,Workstation,2024-11-16,CVE-2016-48154,2023-03-20,35416,1.1,55.0,No,No,Yes,78
DVC-10223,host-588,192.168.183.223,Linux RHEL,Server,2024-10-16,CVE-2020-64235,2023-01-21,94805,4.0,300.0,No,Yes,No,109
DVC-10353,host-498,192.168.215.214,Linux Ubuntu,Workstation,2024-05-26,CVE-2022-22071,2023-10-06,44456,4.2,315.0,No,Yes,No,252
DVC-10383,host-562,192.168.91.101,Windows Server 2019,Server,2024-06-16,CVE-2018-74745,2023-09-22,60875,6.1,457.5,No,No,Yes,231
DVC-10222,host-833,192.168.52.126,Windows 10,Workstation,2024-06-29,CVE-2018-74745,2023-09-22,60875,6.1,457.5,No,Yes,Yes,218
DVC-10434,host-861,192.168.134.61,macOS Ventura,Workstation,2024-02-20,CVE-2024-44076,2023-07-03,96618,5.9,442.5,No,Yes,Yes,348
DVC-10078,host-716,192.168.39.143,Linux Ubuntu,Workstation,2024-10-31,CVE-2016-88106,2023-04-19,88974,6.8,510.0,Yes,No,Yes,94
DVC-10405,host-415,192.168.54.10,Linux RHEL,Server,2024-10-03,CVE-2015-47808,2023-12-04,53869,3.4,170.0,No,Yes,Yes,122
DVC-10120,host-733,192.168.239.42,macOS Ventura,Workstation,2024-03-06,CVE-2015-52225,2023-08-28,66941,4.5,337.5,Yes,No,No,333
DVC-10185,host-720,192.168.130.156,Windows Server 2019,Server,2024-07-03,CVE-2022-92034,2023-07-30,81413,6.3,472.5,No,Yes,No,214
DVC-10175,host-486,192.168.129.231,Linux RHEL,Server,2024-03-01,CVE-2016-25931,2023-08-19,14291,6.9,517.5,Yes,No,Yes,338
DVC-10096,host-828,192.168.83.96,Linux RHEL,Server,2024-11-27,CVE-2021-12778,2023-10-21,55347,3.8,190.0,No,Yes,No,67
DVC-10180,host-719,192.168.124.118,macOS Ventura,Workstation,2024-06-12,CVE-2021-3185,2023-04-16,66603,0.2,10.0,Yes,No,Yes,235
DVC-10054,host-931,192.168.204.118,macOS Ventura,Workstation,2024-04-30,CVE-2019-43640,2023-04-09,37464,6.8,510.0,No,No,No,278
DVC-10213,host-980,192.168.60.121,Linux Ubuntu,Workstation,2024-08-14,CVE-2020-61797,2023-05-22,71657,5.6,420.0,No,No,Yes,172
DVC-10261,host-943,192.168.25.153,Linux RHEL,Server,2024-08-21,CVE-2015-52225,2023-08-28,66941,4.5,337.5,Yes,Yes,Yes,165
DVC-10056,host-440,192.168.235.40,Linux RHEL,Server,2024-06-06,CVE-2018-8328,2023-11-02,94661,6.4,480.0,No,No,Yes,241
DVC-10035,host-784,192.168.122.225,Linux RHEL,Server,2024-01-06,CVE-2022-22071,2023-10-06,44456,4.2,315.0,Yes,No,Yes,393
DVC-10304,host-380,192.168.242.46,Linux Ubuntu,Workstation,2024-05-13,CVE-2023-73150,2023-01-01,35920,9.1,1137.5,Yes,Yes,Yes,265
DVC-10187,host-998,192.168.117.27,Windows 10,Workstation,2024-04-05,CVE-2015-16433,2023-05-26,19680,9.1,1137.5,No,No,Yes,303
DVC-10223,host-588,192.168.183.223,Linux RHEL,Server,2024-06-25,CVE-2015-37910,2023-10-19,64048,8.2,820.0,Yes,No,Yes,222
DVC-10307,host-699,192.168.251.97,Linux Ubuntu,Workstation,2024-08-19,CVE-2023-64924,2023-08-06,41615,9.6,1200.0,Yes,No,Yes,167
DVC-10484,host-284,192.168.18.247,Windows 10,Workstation,2024-01-14,CVE-2023-64127,2023-02-06,54667,2.2,110.0,Yes,Yes,Yes,385
DVC-10127,host-198,192.168.39.122,Windows Server 2019,Server,2024-01-21,CVE-2015-80376,2023-06-14,19547,7.9,790.0,No,No,No,378
DVC-10174,host-402,192.168.246.223,Windows 10,Workstation,2024-02-05,CVE-2015-83513,2023-07-07,79248,6.7,502.5,Yes,No,Yes,363
DVC-10005,host-461,192.168.150.40,Linux Ubuntu,Workstation,2024-05-13,CVE-2023-41832,2023-07-23,98240,5.9,442.5,Yes,No,No,265
DVC-10180,host-719,192.168.124.118,macOS Ventura,Workstation,2024-02-12,CVE-2018-98983,2023-09-17,90357,4.6,345.0,Yes,No,Yes,356
DVC-10496,host-898,192.168.29.156,Windows 10,Workstation,2024-07-19,CVE-2023-71990,2023-05-26,34836,7.2,720.0,No,Yes,No,198
DVC-10128,host-174,192.168.54.205,Linux RHEL,Server,2024-07-05,CVE-2019-81149,2023-09-10,60650,1.5,75.0,No,No,Yes,212
DVC-10338,host-766,192.168.205.102,macOS Ventura,Workstation,2024-08-07,CVE-2024-49739,2023-06-04,13222,2.9,145.0,Yes,No,No,179
DVC-10431,host-371,192.168.247.188,Windows 10,Workstation,2024-02-15,CVE-2015-22076,2023-06-21,16063,7.1,710.0,No,No,Yes,353
DVC-10346,host-825,192.168.117.209,Linux RHEL,Server,2024-01-08,CVE-2020-72452,2023-09-30,11551,1.4,70.0,No,Yes,Yes,391
DVC-10278,host-540,192.168.119.73,Linux RHEL,Server,2024-01-23,CVE-2020-61797,2023-05-22,71657,5.6,420.0,No,Yes,No,376
DVC-10484,host-284,192.168.18.247,Windows 10,Workstation,2024-04-28,CVE-2015-18396,2023-12-31,15695,0.5,25.0,Yes,No,Yes,280
DVC-10056,host-440,192.168.235.40,Linux RHEL,Server,2024-06-23,CVE-2022-45829,2023-10-19,18346,7.6,760.0,No,Yes,No,224
DVC-10077,host-898,192.168.224.11,macOS Ventura,Workstation,2024-03-17,CVE-2015-83135,2023-04-24,27815,4.9,367.5,Yes,No,No,322
DVC-10484,host-284,192.168.18.247,Windows 10,Workstation,2024-06-01,CVE-2017-44612,2023-02-20,57904,5.7,427.5,Yes,Yes,Yes,246
DVC-10346,host-825,192.168.117.209,Linux RHEL,Server,2024-02-27,CVE-2018-86162,2023-10-11,69202,9.6,1200.0,Yes,Yes,Yes,341
DVC-10222,host-833,192.168.52.126,Windows 10,Workstation,2024-06-24,CVE-2017-53462,2023-10-20,15450,3.1,155.0,Yes,No,Yes,223
DVC-10266,host-318,192.168.224.190,Windows 10,Workstation,2024-12-11,CVE-2021-78661,2023-12-03,21967,2.0,100.0,Yes,Yes,Yes,53
DVC-10012,host-385,192.168.102.144,Linux Ubuntu,Workstation,2024-06-06,CVE-2024-71704,2023-07-15,64424,3.4,170.0,No,No,Yes,241
DVC-10185,host-720,192.168.130.156,Windows Server 2019,Server,2024-02-23,CVE-2018-78131,2023-08-22,36885,7.0,700.0,No,No,No,345
DVC-10287,host-501,192.168.175.188,Linux RHEL,Server,2024-01-31,CVE-2022-46351,2023-09-01,59309,3.2,160.0,No,Yes,No,368
DVC-10454,host-561,192.168.91.224,Linux Ubuntu,Workstation,2024-12-01,CVE-2024-5106,2023-04-02,58956,4.2,315.0,Yes,No,Yes,63
DVC-10204,host-974,192.168.139.13,macOS Ventura,Workstation,2024-12-10,CVE-2019-15973,2023-12-16,77803,8.4,840.0,No,Yes,Yes,54
DVC-10254,host-316,192.168.149.159,macOS Ventura,Workstation,2024-05-20,CVE-2017-73719,2023-02-12,83379,7.7,770.0,Yes,Yes,No,258
DVC-10202,host-180,192.168.29.235,Windows 10,Workstation,2024-03-04,CVE-2023-64924,2023-08-06,41615,9.6,1200.0,Yes,Yes,Yes,335
DVC-10006,host-488,192.168.178.138,Windows Server 2019,Server,2024-04-20,CVE-2020-16797,2023-03-14,26060,6.0,450.0,No,Yes,No,288
DVC-10326,host-349,192.168.182.80,Windows 10,Workstation,2024-05-18,CVE-2022-12618,2023-08-28,31308,1.0,50.0,No,Yes,No,260
DVC-10087,host-682,192.168.229.246,Linux RHEL,Server,2024-07-24,CVE-2017-43184,2023-04-01,91319,3.7,185.0,Yes,Yes,No,193
DVC-10477,host-415,192.168.72.66,Windows 10,Workstation,2024-05-06,CVE-2022-45829,2023-10-19,18346,7.6,760.0,Yes,No,Yes,272
DVC-10175,host-486,192.168.129.231,Linux RHEL,Server,2024-07-25,CVE-2022-68569,2023-09-27,75339,4.6,345.0,No,No,No,192
DVC-10016,host-652,192.168.97.57,macOS Ventura,Workstation,2024-12-01,CVE-2018-97154,2023-08-29,38384,5.8,435.0,Yes,Yes,No,63
DVC-10314,host-721,192.168.164.222,Windows Server 2019,Server,2024-04-22,CVE-2016-97194,2023-02-28,84789,1.5,75.0,No,Yes,No,286
DVC-10322,host-243,192.168.13.241,Windows 10,Workstation,2024-05-15,CVE-2019-7644,2023-01-18,48301,0.6,30.0,Yes,No,Yes,263
DVC-10335,host-980,192.168.44.194,Linux RHEL,Server,2024-03-19,CVE-2019-43640,2023-04-09,37464,6.8,510.0,Yes,Yes,Yes,320
DVC-10179,host-255,192.168.122.23,macOS Ventura,Workstation,2024-04-27,CVE-2022-68569,2023-09-27,75339,4.6,345.0,Yes,No,Yes,281
DVC-10387,host-463,192.168.146.26,Windows Server 2019,Server,2024-06-29,CVE-2016-62977,2023-02-05,70358,4.3,322.5,Yes,No,Yes,218
DVC-10436,host-780,192.168.211.12,macOS Ventura,Workstation,2024-02-23,CVE-2015-16433,2023-05-26,19680,9.1,1137.5,Yes,No,No,345
DVC-10284,host-582,192.168.10.104,Linux Ubuntu,Workstation,2024-08-31,CVE-2016-99767,2023-12-19,51663,1.7,85.0,Yes,No,No,155
DVC-10488,host-345,192.168.11.68,Linux Ubuntu,Workstation,2024-10-26,CVE-2018-78131,2023-08-22,36885,7.0,700.0,Yes,Yes,Yes,99
DVC-10097,host-225,192.168.84.35,Windows Server 2019,Server,2024-02-24,CVE-2022-6258,2023-02-27,39885,3.1,155.0,Yes,Yes,No,344
DVC-10246,host-728,192.168.0.122,Windows 10,Workstation,2024-10-02,CVE-2015-47808,2023-12-04,53869,3.4,170.0,No,No,No,123
DVC-10445,host-777,192.168.126.104,Linux RHEL,Server,2024-04-23,CVE-2022-6258,2023-02-27,39885,3.1,155.0,Yes,No,Yes,285
DVC-10052,host-410,192.168.64.138,Linux Ubuntu,Workstation,2024-07-08,CVE-2015-18396,2023-12-31,15695,0.5,25.0,No,No,Yes,209
DVC-10334,host-362,192.168.152.210,Windows 10,Workstation,2024-07-14,CVE-2020-49529,2023-04-14,11106,3.3,165.0,No,Yes,No,203
DVC-10243,host-609,192.168.213.28,Windows 10,Workstation,2024-09-20,CVE-2023-75366,2023-01-08,17977,9.2,1150.0,Yes,Yes,Yes,135
DVC-10059,host-743,192.168.118.4,macOS Ventura,Workstation,2024-07-24,CVE-2023-41832,2023-07-23,98240,5.9,442.5,Yes,Yes,Yes,193
DVC-10029,host-848,192.168.94.158,Windows Server 2019,Server,2024-12-12,CVE-2023-77201,2023-09-01,40848,4.2,315.0,Yes,No,Yes,52
DVC-10466,host-243,192.168.179.234,Windows 10,Workstation,2024-05-07,CVE-2022-46351,2023-09-01,59309,3.2,160.0,Yes,No,No,271
DVC-10199,host-398,192.168.234.147,Windows Server 2019,Server,2024-10-20,CVE-2020-87416,2023-06-23,99986,9.2,1150.0,Yes,No,No,105
DVC-10307,host-699,192.168.251.97,Linux Ubuntu,Workstation,2024-03-05,CVE-2022-46351,2023-09-01,59309,3.2,160.0,No,Yes,No,334
DVC-10041,host-717,192.168.123.143,Windows Server 2019,Server,2024-11-24,CVE-2019-15973,2023-12-16,77803,8.4,840.0,No,No,Yes,70
DVC-10484,host-284,192.168.18.247,Windows 10,Workstation,2024-05-30,CVE-2022-76887,2023-02-23,33000,3.1,155.0,Yes,No,No,248
DVC-10192,host-916,192.168.51.76,macOS Ventura,Workstation,2024-06-25,CVE-2024-86767,2023-07-01,58891,8.0,800.0,Yes,No,No,222
DVC-10270,host-199,192.168.189.76,Linux Ubuntu,Workstation,2024-02-10,CVE-2017-12442,2023-06-09,48269,8.1,810.0,No,No,Yes,358
DVC-10183,host-427,192.168.18.73,Windows 10,Workstation,2024-06-11,CVE-2018-35620,2023-06-04,28914,7.4,740.0,No,No,Yes,236
DVC-10073,host-870,192.168.112.233,macOS Ventura,Workstation,2024-09-26,CVE-2018-64152,2023-04-19,20806,3.0,150.0,No,Yes,Yes,129
DVC-10267,host-416,192.168.184.24,Windows 10,Workstation,2024-02-22,CVE-2020-87416,2023-06-23,99986,9.2,1150.0,Yes,Yes,Yes,346
DVC-10152,host-392,192.168.160.153,Windows Server 2019,Server,2024-10-29,CVE-2017-44612,2023-02-20,57904,5.7,427.5,Yes,No,Yes,96
DVC-10095,host-520,192.168.249.145,Linux Ubuntu,Workstation,2024-01-12,CVE-2019-55995,2023-12-23,66907,9.5,1187.5,Yes,Yes,No,387
DVC-10206,host-956,192.168.139.136,Linux RHEL,Server,2024-10-11,CVE-2020-26245,2023-01-22,24762,1.8,90.0,No,Yes,No,114
DVC-10462,host-829,192.168.90.4,macOS Ventura,Workstation,2024-03-09,CVE-2016-22146,2023-12-03,62394,8.3,830.0,No,Yes,No,330
DVC-10107,host-421,192.168.213.92,Windows 10,Workstation,2024-06-18,CVE-2019-28357,2023-09-26,31838,4.9,367.5,No,No,Yes,229
DVC-10015,host-298,192.168.158.238,Windows Server 2019,Server,2024-11-18,CVE-2018-30332,2023-01-19,77996,10.0,1250.0,No,No,Yes,76
DVC-10025,host-325,192.168.49.124,Windows Server 2019,Server,2024-02-04,CVE-2022-45829,2023-10-19,18346,7.6,760.0,Yes,Yes,Yes,364
DVC-10110,host-437,192.168.114.128,macOS Ventura,Workstation,2024-02-23,CVE-2017-65507,2023-08-26,63178,9.4,1175.0,Yes,No,No,345
DVC-10220,host-591,192.168.2.249,macOS Ventura,Workstation,2024-01-01,CVE-2023-63510,2023-12-30,44031,4.1,307.5,Yes,No,No,398
DVC-10009,host-976,192.168.151.101,Windows 10,Workstation,2024-10-04,CVE-2016-62977,2023-02-05,70358,4.3,322.5,No,No,Yes,121
DVC-10249,host-592,192.168.100.226,Linux Ubuntu,Workstation,2024-04-30,CVE-2022-45829,2023-10-19,18346,7.6,760.0,Yes,No,Yes,278
DVC-10203,host-132,192.168.70.39,Windows 10,Workstation,2024-12-12,CVE-2019-48374,2023-12-26,22723,8.7,870.0,Yes,Yes,No,52
DVC-10212,host-782,192.168.106.179,Windows Server 2019,Server,2024-01-03,CVE-2023-43707,2023-07-23,52287,3.8,190.0,Yes,No,No,396
DVC-10434,host-861,192.168.134.61,macOS Ventura,Workstation,2024-06-04,CVE-2024-61577,2023-05-23,75501,7.1,710.0,No,No,Yes,243
DVC-10369,host-982,192.168.211.71,Linux RHEL,Server,2024-01-29,CVE-2017-53462,2023-10-20,15450,3.1,155.0,Yes,No,Yes,370
DVC-10300,host-443,192.168.147.138,Linux Ubuntu,Workstation,2024-01-29,CVE-2019-28357,2023-09-26,31838,4.9,367.5,No,No,Yes,370
DVC-10184,host-636,192.168.251.144,Windows Server 2019,Server,2024-10-14,CVE-2016-62977,2023-02-05,70358,4.3,322.5,Yes,Yes,Yes,111
DVC-10182,host-677,192.168.36.125,Linux Ubuntu,Workstation,2024-12-14,CVE-2021-91540,2023-12-02,84975,8.8,880.0,Yes,No,Yes,50
DVC-10080,host-856,192.168.105.216,Windows 10,Workstation,2024-07-08,CVE-2015-89897,2023-12-05,62568,0.3,15.0,No,No,Yes,209
DVC-10431,host-371,192.168.247.188,Windows 10,Workstation,2024-05-16,CVE-2015-37910,2023-10-19,64048,8.2,820.0,No,No,No,262
DVC-10240,host-688,192.168.174.101,macOS Ventura,Workstation,2024-05-17,CVE-2018-93681,2023-03-30,40243,7.0,700.0,No,No,No,261
DVC-10061,host-694,192.168.243.111,Windows 10,Workstation,2024-12-10,CVE-2023-46108,2023-08-29,15750,8.6,860.0,Yes,No,Yes,54
DVC-10218,host-674,192.168.207.207,macOS Ventura,Workstation,2024-04-18,CVE-2018-97154,2023-08-29,38384,5.8,435.0,Yes,Yes,Yes,290
DVC-10455,host-815,192.168.59.232,Windows Server 2019,Server,2024-11-18,CVE-2022-76887,2023-02-23,33000,3.1,155.0,Yes,Yes,Yes,76
DVC-10146,host-310,192.168.200.31,Linux RHEL,Server,2024-08-14,CVE-2016-43525,2023-01-28,74762,1.7,85.0,Yes,Yes,Yes,172
DVC-10366,host-530,192.168.28.12,Windows 10,Workstation,2024-12-14,CVE-2024-75256,2023-11-23,81897,5.0,375.0,Yes,No,Yes,50
DVC-10066,host-644,192.168.56.6,Linux RHEL,Server,2024-05-04,CVE-2018-8328,2023-11-02,94661,6.4,480.0,No,No,No,274
DVC-10476,host-395,192.168.30.247,Windows Server 2019,Server,2024-10-06,CVE-2016-17408,2023-10-13,33165,1.9,95.0,No,No,No,119
DVC-10137,host-444,192.168.49.171,Windows 10,Workstation,2024-07-11,CVE-2018-25777,2023-06-12,66923,6.0,450.0,Yes,No,No,206
DVC-10444,host-755,192.168.117.183,Windows 10,Workstation,2024-03-06,CVE-2015-83513,2023-07-07,79248,6.7,502.5,Yes,Yes,No,333
DVC-10190,host-594,192.168.226.138,macOS Ventura,Workstation,2024-08-17,CVE-2019-4249,2023-11-01,72297,0.5,25.0,Yes,No,No,169
DVC-10271,host-319,192.168.243.132,Linux Ubuntu,Workstation,2024-03-31,CVE-2016-88182,2023-08-19,79893,5.9,442.5,Yes,Yes,Yes,308
DVC-10110,host-437,192.168.114.128,macOS Ventura,Workstation,2024-02-25,CVE-2023-58320,2023-09-07,91512,2.6,130.0,No,Yes,Yes,343
DVC-10006,host-488,192.168.178.138,Windows Server 2019,Server,2024-08-19,CVE-2018-64152,2023-04-19,20806,3.0,150.0,Yes,No,Yes,167
DVC-10027,host-607,192.168.51.24,Linux RHEL,Server,2024-06-01,CVE-2019-43640,2023-04-09,37464,6.8,510.0,Yes,Yes,Yes,246
DVC-10115,host-167,192.168.77.66,Windows Server 2019,Server,2024-10-31,CVE-2023-90613,2023-03-28,26407,5.0,375.0,No,Yes,Yes,94
DVC-10147,host-967,192.168.232.59,macOS Ventura,Workstation,2024-09-13,CVE-2016-36702,2023-05-06,75063,7.4,740.0,No,No,No,142
DVC-10461,host-383,192.168.195.150,Windows 10,Workstation,2024-07-12,CVE-2015-90330,2023-12-06,66601,8.8,880.0,No,No,Yes,205
DVC-10205,host-323,192.168.26.97,macOS Ventura,Workstation,2024-03-08,CVE-2023-24868,2023-07-23,69546,3.2,160.0,No,Yes,Yes,331
DVC-10491,host-907,192.168.108.216,Linux Ubuntu,Workstation,2024-03-30,CVE-2017-8612,2023-12-26,28462,9.7,1212.5,No,Yes,No,309
DVC-10221,host-315,192.168.15.251,Linux RHEL,Server,2024-12-22,CVE-2016-17408,2023-10-13,33165,1.9,95.0,Yes,No,No,42
DVC-10159,host-458,192.168.0.192,Windows 10,Workstation,2024-03-21,CVE-2018-91961,2023-04-06,54037,8.7,870.0,Yes,Yes,Yes,318
DVC-10175,host-486,192.168.129.231,Linux RHEL,Server,2024-12-25,CVE-2016-88106,2023-04-19,88974,6.8,510.0,Yes,No,No,39
DVC-10341,host-754,192.168.27.25,macOS Ventura,Workstation,2024-04-02,CVE-2016-90365,2023-11-25,38153,5.5,412.5,No,Yes,No,306
DVC-10309,host-480,192.168.91.132,macOS Ventura,Workstation,2024-07-20,CVE-2023-71990,2023-05-26,34836,7.2,720.0,Yes,Yes,No,197
DVC-10419,host-132,192.168.24.189,Linux Ubuntu,Workstation,2024-12-01,CVE-2019-43640,2023-04-09,37464,6.8,510.0,No,Yes,Yes,63
DVC-10284,host-582,192.168.10.104,Linux Ubuntu,Workstation,2024-07-19,CVE-2015-22076,2023-06-21,16063,7.1,710.0,Yes,No,Yes,198
DVC-10460,host-876,192.168.12.94,Linux RHEL,Server,2024-04-10,CVE-2024-35593,2023-10-03,66098,8.2,820.0,No,No,Yes,298
DVC-10351,host-289,192.168.107.10,macOS Ventura,Workstation,2024-09-28,CVE-2016-40744,2023-04-18,21201,8.9,890.0,Yes,Yes,No,127
DVC-10292,host-554,192.168.121.235,Windows 10,Workstation,2024-02-23,CVE-2022-75513,2023-09-02,84088,0.4,20.0,No,Yes,Yes,345
DVC-10273,host-555,192.168.114.211,Linux RHEL,Server,2024-04-27,CVE-2024-99919,2023-07-11,55818,0.1,5.0,No,Yes,No,281
DVC-10189,host-874,192.168.186.74,Windows 10,Workstation,2024-10-30,CVE-2015-16433,2023-05-26,19680,9.1,1137.5,Yes,No,No,95
DVC-10430,host-825,192.168.32.224,Linux RHEL,Server,2024-01-06,CVE-2024-49739,2023-06-04,13222,2.9,145.0,Yes,No,No,393
DVC-10099,host-149,192.168.223.140,Windows Server 2019,Server,2024-08-24,CVE-2018-14039,2023-04-22,37709,0.3,15.0,Yes,No,Yes,162
DVC-10082,host-495,192.168.29.91,Linux Ubuntu,Workstation,2024-09-25,CVE-2022-96637,2023-11-17,41533,6.8,510.0,Yes,No,No,130
DVC-10373,host-616,192.168.49.241,Linux Ubuntu,Workstation,2024-11-07,CVE-2022-6258,2023-02-27,39885,3.1,155.0,Yes,No,Yes,87
DVC-10360,host-981,192.168.165.47,Linux Ubuntu,Workstation,2024-01-27,CVE-2022-17293,2023-07-19,68279,2.7,135.0,No,No,No,372
DVC-10300,host-443,192.168.147.138,Linux Ubuntu,Workstation,2024-05-21,CVE-2016-32077,2023-03-03,66178,4.8,360.0,Yes,No,No,257
DVC-10068,host-640,192.168.65.34,Windows Server 2019,Server,2024-05-20,CVE-2017-73719,2023-02-12,83379,7.7,770.0,Yes,No,Yes,258
DVC-10463,host-206,192.168.234.240,Linux RHEL,Server,2024-12-04,CVE-2024-34333,2023-06-28,60375,4.5,337.5,Yes,Yes,No,60
